method,percentage_set,cores,time
smart,10,4,22.64598250389099
smart,10,4,19.853532314300537
smart,10,4,20.042223691940308
smart,20,4,26.760648250579834
smart,20,4,26.34012699127197
smart,20,4,29.412540435791016
smart,40,4,37.94397830963135
smart,40,4,39.83239555358887
smart,40,4,40.796621322631836
smart,80,4,52.31925320625305
smart,80,4,51.25798487663269
smart,80,4,52.851592779159546
smart,100,4,59.13970994949341
smart,100,4,54.59350895881653
smart,100,4,54.6358368396759
